event_name,event_type,url,location_name,location_address,location_coord,short_description,session_times,subactivity_times,artist,require_booking,booking_detail
Weyes Blood | Vivid LIVE,music,https://www.vividsydney.com/event/music/weyes-blood-vivid-live,Sydney Opera House - Joan Sutherland Theatre,"Bennelong Point, Sydney NSW 2000","{""latitude"": ""-33.856820018958"", ""longitude"": ""151.21529669825""}","One of the most acclaimed singer-songwriters of the moment, LA-based musician Natalie Mering – who goes by the stage moniker Weyes Blood – has captured hearts…","{""2023-06-01"": {""start_time"": ""20:30:00"", ""end_time"": ""22:30:00"", ""duration"": ""120.0""}, ""2023-06-04"": {""start_time"": ""18:30:00"", ""end_time"": ""20:30:00"", ""duration"": ""120.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Vivid House,light,https://www.vividsydney.com/event/light/vivid-house,Vivid House,"The Cutaway, 1 Merriman St, Barangaroo NSW 2000","{""latitude"": ""-33.8583475"", ""longitude"": ""151.201791""}","Welcome to Vivid House: an immersive 360° experience through four awe-inspiring artworks. Head on a hyper-real journey across Australia’s mountain peaks,…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,NA,False,NA
Elemental,light,https://www.vividsydney.com/event/light/elemental,Darling Harbour,Cockle Bay,"{""latitude"": ""-33.872823"", ""longitude"": ""151.200746""}","Artist: Oracle Liquid, Foti International, Adam Farrow-Palmer
Concept and Direction: Gill Minervini
Composer: Peewee Ferris
It starts with a spark...
…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,"Oracle Liquid, Foti International, Adam Farrow-Palmer",False,NA
Nel x Prateek Sadhu | Vivid Chef Series,food,https://www.vividsydney.com/event/food/nel-x-prateek-sadhu-vivid-chef-series,Nel,"75 Wentworth Avenue, Sydney NSW 2000","{""latitude"": ""-33.8793573"", ""longitude"": ""151.214518""}",Acclaimed chefs Nelly Robinson of Nel and Prateek Sadhu formerly of Masque in Mumbai will join forces to create a culinary collaboration this Vivid Sydney for…,"{""2023-06-12"": {""start_time"": ""18:30:00"", ""end_time"": ""23:00:00"", ""duration"": ""270.0""}, ""2023-06-13"": {""start_time"": ""18:30:00"", ""end_time"": ""23:00:00"", ""duration"": ""270.0""}}",NA,NA,True,*Booking and transaction fees may apply.
A Bend in the River: A Tribute to Archie Roach AC,music,https://www.vividsydney.com/event/music/a-bend-in-the-river-a-tribute-to-archie-roach-ac,Sydney Town Hall,"483 George Street, Sydney NSW 2000","{""latitude"": ""-33.873152"", ""longitude"": ""151.206145""}","33 years ago, we first heard the lyrics ‘this story's right, this story’s true…', as the undeniable baritone croon of Archie Roach AC delivered an aching and…","{""2023-06-09"": {""start_time"": ""20:00:00"", ""end_time"": ""21:30:00"", ""duration"": ""90.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Trevor Ashley | Vivid Sydney Supper Club,music,https://www.vividsydney.com/event/music/trevor-ashley-vivid-sydney-supper-club,Mary's Underground,"7 Macquarie Place, Sydney NSW 2000","{""latitude"": ""-33.862370917725"", ""longitude"": ""151.20999990368""}","With special guests Sheridan Harbridge and Rhys Lightning.
Round out your Light Walk experience with the ultimate nightcap at the Vivid Sydney Supper Club…","{""2023-06-17"": {""start_time"": ""21:00:00"", ""end_time"": ""01:00:00"", ""duration"": ""240.0""}}",NA,NA,True,*Booking and transaction fees may apply.
New Tech: Reasons for Hope,ideas,https://www.vividsydney.com/event/ideas/new-tech-reasons-for-hope,Vivid Ideas Exchange - Telstra Customer Insight Centre,"Level 2, 400 George Street, Sydney NSW 2000","{""latitude"": ""-33.8687911"", ""longitude"": ""151.2068389""}","Lab-raised steak, maggots as protein, microbe-made plastic: it’s called clean tech, and it’s growing fast in Australia. Hear from the founders of Bardee, ULUU…","{""2023-06-14"": {""start_time"": ""18:30:00"", ""end_time"": ""19:45:00"", ""duration"": ""75.0""}}",NA,Claire O’Rourke,True,*Booking and transaction fees may apply.
Yothu Yindi + Ziggy Ramo | Tumbalong Nights,music,https://www.vividsydney.com/event/music/yothu-yindi-ziggy-ramo-tumbalong-nights,Tumbalong Park,"11 Harbour St, Sydney NSW 2000","{""latitude"": ""-33.875367706309"", ""longitude"": ""151.20140473306""}",Join the monumentally influential Yolngu supergroup Yothu Yindi plus Wik and Solomon Island rapper Ziggy Ramo for a powerful and inspiring night of music and…,"{""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}}",NA,NA,False,NA
Bloody Taboos,ideas,https://www.vividsydney.com/event/ideas/bloody-taboos,Vivid Ideas Exchange - Telstra Customer Insight Centre,"Level 2, 400 George Street, Sydney NSW 2000","{""latitude"": ""-33.8688799"", ""longitude"": ""151.2049436""}","Whether shrouded in secrecy or deemed too uncomfortable to discuss, plenty of perfectly natural experiences and feelings remain near impossible to talk about…","{""2023-06-11"": {""start_time"": ""13:30:00"", ""end_time"": ""14:45:00"", ""duration"": ""75.0""}}",NA,Elfy Scott,True,*Booking and transaction fees may apply.
Barerarerungar,light,https://www.vividsydney.com/event/light/barerarerungar,Museum of Contemporary Art,"140 George Street, The Rocks NSW 2000","{""latitude"": ""-33.859945"", ""longitude"": ""151.209023""}","Barerarerungar means 'Country' in Boonwurrung, a language from Kulin Nation, where Maree Clarke lives. It draws from the artist's three decades of reclaiming…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,Maree Clarke,False,NA
Storytelling - It's in our Nature,ideas,https://www.vividsydney.com/event/ideas/storytelling-its-in-our-nature,Vivid Ideas Exchange - Telstra Customer Insight Centre,"Level 2, 400 George Street, Sydney NSW 2000","{""latitude"": ""-33.8687911"", ""longitude"": ""151.2068389""}","As global powers stall on climate action, storytelling that can cut through the noise is more vital than ever before. Shake off your eco-anxiety with this…","{""2023-06-16"": {""start_time"": ""18:30:00"", ""end_time"": ""19:45:00"", ""duration"": ""75.0""}}",NA,Mitzi Goldman,True,*Booking and transaction fees may apply.
Murmuration,light,https://www.vividsydney.com/event/light/murmuration,The Goods Line, Ultimo NSW 2000,"{""latitude"": ""-33.879935116373"", ""longitude"": ""151.20127304203""}","Murmuration is inspired by its namesake, the natural phenomenon where thousands of starling birds fly in unison at dusk in an awe-inspiring pattern that bends,…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,Squidsoup,False,NA
Light Forest,light,https://www.vividsydney.com/event/light/light-forest,Barangaroo,Barangaroo Headland,"{""latitude"": ""-33.85626032"", ""longitude"": ""151.2004326""}","Under the canopy of Tasmania’s rainforests, dappled light dances with the wind, breaking through wherever it can. Light Forest takes that light source from the…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,Duncan Meerding,False,NA
Tim Draxl | Vivid Sydney Supper Club,music,https://www.vividsydney.com/event/music/tim-draxl-vivid-sydney-supper-club,Mary's Underground,"7 Macquarie Place, Sydney NSW 2000","{""latitude"": ""-33.862370917725"", ""longitude"": ""151.20999990368""}","With special guests Erin Clare and Porcelain Alice.
Round out your Light Walk experience with the ultimate nightcap at the Vivid Sydney Supper Club. From…","{""2023-05-27"": {""start_time"": ""21:00:00"", ""end_time"": ""01:00:00"", ""duration"": ""240.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Birdz & Fred Leone Present: GIRRA | Vivid LIVE,music,https://www.vividsydney.com/event/music/birdz-fred-leone-present-girra-vivid-live,Sydney Opera House - The Utzon Room,"Bennelong Point, Sydney NSW 2000","{""latitude"": ""-33.856820018958"", ""longitude"": ""151.21529669825""}","When their swaggering, anti-colonialist hip-hop collaboration 'Bagi-la-m Bargan'&nbsp;stormed the triple J Hottest 100 in 2020, Birdz and Fred Leone ascended…","{""2023-05-28"": {""start_time"": ""19:00:00"", ""end_time"": ""20:00:00"", ""duration"": ""60.0""}}",NA,NA,True,*Booking and transaction fees may apply.
NLV Records All Night,music,https://www.vividsydney.com/event/music/nlv-records-all-night,The Abercrombie,"100 Broadway, Chippendale NSW 2008","{""latitude"": ""-33.8844364"", ""longitude"": ""151.1987597""}","Dance all night to the cutting-edge underground club music, rap and hyperpop that’s made NLV Records one of Australia’s most vital and trend-setting…","{""2023-06-10"": {""start_time"": ""21:00:00"", ""end_time"": ""05:00:00"", ""duration"": ""480.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Maina Doe | Vivid LIVE,music,https://www.vividsydney.com/event/music/maina-doe-vivid-live,Sydney Opera House - The Utzon Room,"Bennelong Point, Sydney NSW 2000","{""latitude"": ""-33.856820018958"", ""longitude"": ""151.21529669825""}","Maina Doe is the sound of Sydney’s booming young RnB scene, a gifted multi-hyphenate fusing futuristic hip-hop, pop, jazz and neo-soul to create the world…","{""2023-06-03"": {""start_time"": ""19:00:00"", ""end_time"": ""20:00:00"", ""duration"": ""60.0""}}",NA,NA,True,*Booking and transaction fees may apply.
